'bout	ˈba͡ʊt
subtext	ˈsʌbˌtɛkst
subtitle	ˈsʌbˌta͡ɪtəl
subtitled	ˈsʌbˌta͡ɪtəld
subtitles	ˈsʌbˌta͡ɪtəlz
subtle	ˈsʌtəl
subtler	ˈsʌtəlɚ
subtler(2)	ˈsʌtlɚ
subtleties	ˈsʌtəltiːz
subtlety	ˈsʌtəltiː
subtly	ˈsʌtəliː
subtract	səbˈtɹækt
subtracted	səbˈtɹæktɪd
subtracting	səbˈtɹæktɪŋ
subtraction	səbˈtɹækʃən
subtype	ˈsʌbˌta͡ɪp
subtyping	ˈsʌbˌta͡ɪpɪŋ
subunit	ˌsʌˈbjuːnɪt
subunits	ˌsʌˈbjuːnɪts
suburb	ˈsʌbɚb
suburb's	ˈsʌbɚbz
suburban	səˈbɜːbən
suburbanite	səˈbɜːbəˌna͡ɪt
suburbanites	səˈbɜːbəˌna͡ɪts
suburbanization	səˌbɜːbənɪˈzeɪʃən
suburbanize	səˈbɜːbəˌna͡ɪz
suburbans	səˈbɜːbənz
suburbia	səˈbɜːbiːə
suburbs	ˈsʌbɚbz
subversion	səbˈvɜːʒən
subversive	səbˈvɜːsɪv
subversives	səbˈvɜːsɪvz
subvert	səbˈvɜːt
subverted	səbˈvɜːtɪd
subverting	səbˈvɜːtɪŋ
subverts	səbˈvɜːts
subvolcanic	ˌsʌbvɑːlˈkænɪk
subway	ˈsʌbˌweɪ
subway's	ˈsʌbˌweɪz
subways	ˈsʌbˌweɪz
subzero	ˌsʌbˈzɪɹoʊ
subzero(2)	ˌsʌbˈziːɹoʊ
suc	ˈsʌk
succeed	səkˈsiːd
succeeded	səkˈsiːdɪd
succeeding	səkˈsiːdɪŋ
succeeds	səkˈsiːdz
success	səkˈsɛs
successes	səkˈsɛsəz
successes(2)	səkˈsɛsɪz
successful	səkˈsɛsfəl
successfully	səkˈsɛsfəliː
succession	səkˈsɛʃən
successive	səkˈsɛsɪv
successively	səkˈsɛsɪvliː
successor	səkˈsɛsɚ
successors	səkˈsɛsɚz
succinct	səkˈsɪŋkt
succinctly	səkˈsɪŋktliː
succor	ˈsʌkɚ
succulent	ˈsʌkjəlɪnt
succulents	ˈsʌkjələnts
succumb	səˈkʌm
succumbed	səˈkʌmd
succumbing	səˈkʌmɪŋ
succumbs	səˈkʌmz
such	ˈsʌtʃ
suchan	ˈsʌtʃən
suchanek	ˈsʌkənɪk
suchard	suːˈʃɑːɹd
sucharski	səˈkɑːɹskiː
suchecki	səˈkɛkiː
sucher	ˈsʌtʃɚ
suchinda	ˌsuːˈtʃɪndə
suchocki	səˈkɑːkiː
suchomel	ˈsʌkoʊˌmɛl
suchy	ˈsʌtʃiː
suck	ˈsʌk
sucked	ˈsʌkt
sucker	ˈsʌkɚ
suckered	ˈsʌkɚd
suckers	ˈsʌkɚz
sucking	ˈsʌkɪŋ
suckle	ˈsʌkəl
suckling	ˈsʌklɪŋ
suckow	ˈsʌka͡ʊ
suckrow	ˈsʌkɹoʊ
sucks	ˈsʌks
sucralose	ˈsuːkɹəˌloʊs
sucre	ˈsuːkɚ
sucrose	ˈsuːkɹoʊs
suction	ˈsʌkʃən
suda	ˈsuːdə
sudafed	ˈsuːdəˌfɛd
sudan	suːˈdæn
sudan's	suːˈdænz
sudanese	ˌsuːdəˈniːz
sudano	suːˈdɑːnoʊ
sudbeck	ˈsʌdˌbɛk
sudberry	ˈsʌdˌbɛɹiː
sudbury	ˈsʌdˌbɛɹiː
sudbury's	ˈsʌdˌbɛɹiːz
sudd	ˈsʌd
suddam	ˌsʌˈdɑːm
suddam's	ˌsʌˈdɑːmz
suddarth	ˈsʌdɑːɹθ
suddath	ˈsʌdəθ
sudden	ˈsʌdən
suddenly	ˈsʌdənliː
suddenness	ˈsʌdənnəs
sudderth	ˈsʌdɚθ
suddeth	ˈsʌdɪθ
suddreth	ˈsʌdɹɪθ
sudduth	ˈsʌdəθ
suder	ˈsuːdɚ
suderman	ˈsuːdɚmən
sudler	ˈsuːdəlɚ
sudler(2)	ˈsuːdlɚ
sudol	ˈsuːdəl
suds	ˈsʌdz
sue	ˈsuː
sued	ˈsuːd
suede	ˈsweɪd
suedes	ˈsweɪdz
sueker	ˈsuːkɚ
suen	ˈsuːn
sues	ˈsuːz
suess	ˈswɪs
suey	ˈsuːiː
suez	ˈsuːɛz
suez's	ˈsuːɛzɪz
suffer	ˈsʌfɚ
suffered	ˈsʌfɚd
sufferer	ˈsʌfɚɚ
sufferers	ˈsʌfɚɚz
suffering	ˈsʌfɚɪŋ
suffering(2)	ˈsʌfɹɪŋ
sufferings	ˈsʌfɚɪŋz
sufferings(2)	ˈsʌfɹɪŋz
suffern	ˈsʌfɚn
suffers	ˈsʌfɚz
suffice	səˈfa͡ɪs
sufficed	səˈfa͡ɪst
suffices	səˈfa͡ɪsɪz
sufficiency	səˈfɪʃənsiː
sufficient	səˈfɪʃənt
sufficiently	səˈfɪʃəntliː
suffield	ˈsʌfiːld
suffield's	ˈsʌfiːldz
suffix	ˈsʌfɪks
suffocate	ˈsʌfəˌkeɪt
suffocated	ˈsʌfəˌkeɪtɪd
suffocating	ˈsʌfəˌkeɪtɪŋ
suffocation	ˌsʌfəˈkeɪʃən
suffolk	ˈsʌfək
suffrage	ˈsʌfɹɪdʒ
suffragette	ˌsʌfɹəˈdʒɛt
suffragettes	ˌsʌfɹəˈdʒɛts
suffragist	ˈsʌfɹədʒɪst
suffragists	ˈsʌfɹədʒɪsts
suffuse	səˈfjuːz
suffused	səˈfjuːzd
suffuses	səˈfjuːzɪz
suffusing	səˈfjuːzɪŋ
sugar	ˈʃʊɡɚ
sugar's	ˈʃʊɡɚz
sugarcane	ˈʃʊɡɚˌkeɪn
sugared	ˈʃʊɡɚd
sugarman	ˈʃʊɡɚmən
sugars	ˈʃʊɡɚz
sugary	ˈʃʊɡɚiː
sugden	ˈsʌɡdən
sugerman	ˈsuːɡɚmən
sugg	ˈsʌɡ
suggest	səˈdʒɛst
suggested	səˈdʒɛstɪd
suggestible	səˈdʒɛstəbəl
suggesting	səˈdʒɛstɪŋ
suggestion	səˈdʒɛstʃən
suggestions	səˈdʒɛstʃənz
suggestive	səˈdʒɛstɪv
suggestiveness	səˈdʒɛstɪvnəs
suggests	səˈdʒɛsts
suggs	ˈsʌɡz
sugihara	suːɡiːˈhɑːɹə
sugimoto	suːɡiːˈmoʊtoʊ
sugiyama	suːɡiːˈjɑːmə
sugrue	ˈsʌɡɹuː
suh	ˈsʌ
suharto	suːˈhɑːɹtoʊ
suharto's	suːˈhɑːɹtoʊz
suhler	ˈsuːlɚ
suhm	ˈsuːm
suhr	ˈsʊɹ
suhre	ˈsʊɹ
suhua	ˈsuːˈhwɑː
suhud	suːˈhʊd
sui	ˈsuːiː
sui(2)	swiː
suicidal	ˌsuːəˈsa͡ɪdəl
suicide	ˈsuːəˌsa͡ɪd
suicide(2)	ˈsuːɪˌsa͡ɪd
suicides	ˈsuːəˌsa͡ɪdz
suing	ˈsuːɪŋ
suire	ˈsʊɹ
suisse	ˈswɪs
suisse(2)	ˈswiːs
suisse's	ˈswɪsɪz
suisse's(2)	ˈswiːsɪz
suit	ˈsuːt
suit's	ˈsuːts
suitability	ˌsuːtəˈbɪlɪtiː
suitable	ˈsuːtəbəl
suitably	ˈsuːtəbliː
suitcase	ˈsuːtˌkeɪs
suitcases	ˈsuːtˌkeɪsɪz
suite	ˈswiːt
suited	ˈsuːtɪd
suiter	ˈsuːtɚ
suites	ˈswiːts
suiting	ˈsuːtɪŋ
suitor	ˈsuːtɚ
suitor's	ˈsuːtɚz
suitors	ˈsuːtɚz
suits	ˈsuːts
suitt	ˈsuːt
suk	ˈsʌk
sukarno	suːˈkɑːɹnoʊ
sukarno's	suːˈkɑːɹnoʊz
sukey	ˈsuːkiː
sukharev	ˈsʌkɚəv
sukhumi	ˌsuːˈkuːmiː
suki	ˈsuːkiː
sukiyaki	suːkiːˈɑːkiː
sukru	ˈsʊkɹuː
sukru(2)	ˈsuːkɹuː
sukthankar	suːkˈtɑːŋˌkɑːɹ
sukup	ˈsuːkəp
sul	ˈsʌl
sulak	ˈsuːlək
sulawesi	ˌsuːləˈwɛsiː
sulcer	ˈsʌlsɚ
sulek	ˈsuːlɪk
suleski	sjuːˈlɛskiː
sulewski	sjuːˈlɛfskiː
suleyman	ˈsuːliːmən
sulfa	ˈsʌlfə
sulfate	ˈsʌlˌfeɪt
sulfide	ˈsʌlˌfa͡ɪd
sulfite	ˈsʌlˌfa͡ɪt
sulfites	ˈsʌlˌfa͡ɪts
sulfur	ˈsʌlfɚ
sulfuric	səlˈfjʊɹɪk
sulfurophane	ˈsʌlfɚəˌfeɪn
sulgrave	ˈsʌlˌɡɹeɪv
sulik	ˈsuːlɪk
sulk	ˈsʌlk
sulked	ˈsʌlkt
sulking	ˈsʌlkɪŋ
sulkowski	səlˈkɔːfskiː
sullen	ˈsʌlən
sullenberger	ˈsʌlənbɚɡɚ
sullenger	ˈsuːlɪndʒɚ
sullens	ˈsʌlənz
sullie	ˈsʌliː
sullied	ˈsʌliːd
sullinger	ˈsʌlɪŋɚ
sullins	ˈsʌlɪnz
sullivan	ˈsʌləvən
sullivan(2)	ˈsʌlɪvən
sullivan's	ˈsʌlɪvənz
sullivans	ˈsʌlɪvənz
sullivant	ˈsʌlɪvənt
sullo	ˈsuːloʊ
sully	ˈsʌliː
sulpetro	suːlˈpɛtɹoʊ
sulphate	ˈsʌlˌfeɪt
sulphates	ˈsʌlˌfeɪts
sulphur	ˈsʌlfɚ
sulser	ˈsʌlsɚ
sult	ˈsʌlt
sultan	ˈsʌltən
sultan's	ˈsʌltənz
sultanate	ˈsʌltənət
sultans	ˈsʌltənz
sulton	ˈsʌltən
sultry	ˈsʌltɹiː
sulya	ˈsuːljə
sulzbach	ˈsʌlzbɑːk
sulzberger	ˈsʌltsbɚɡɚ
sulzer	ˈsʌlzɚ
sum	ˈsʌm
suma	ˈsuːmə
sumac	ˈsuːmæk
suman	ˈsuːmən
sumarlin	ˌsuːˈmɑːɹlɪn
sumatoma	ˌsuːməˈtoʊmə
sumatomo	ˌsuːməˈtoʊmoʊ
sumatra	ˌsuːˈmɑːtɹə
sumatran	ˌsuːˈmɑːtɹən
sumeria	səˈmɜːiːə
sumerlin	ˈsʌmɚlɪn
sumgait	səmˈɡeɪt
sumida	suːˈmiːdə
suminski	səˈmɪnskiː
sumita	suːˈmiːtə
sumita's	suːˈmiːtəz
sumitomo	ˌsuːmɪˈtoʊmoʊ
sumitomo's	ˌsuːmɪˈtoʊmoʊz
sumler	ˈsʌmlɚ
sumlin	ˈsʌmlɪn
summa	ˈsuːmə
summagraphic	ˌsʌməˈɡɹæfɪk
summagraphics	ˌsʌməˈɡɹæfɪks
summar	ˈsʌmɚ
summaries	ˈsʌmɚiːz
summarily	səˈmɛɹɪliː
summarize	ˈsʌmɚˌa͡ɪz
summarized	ˈsʌmɚˌa͡ɪzd
summarizes	ˈsʌmɚˌa͡ɪzɪz
summarizing	ˈsʌmɚˌa͡ɪzɪŋ
summary	ˈsʌmɚiː
summation	səˈmeɪʃən
summations	səˈmeɪʃənz
summcorp	ˈsʌmkɔːɹp
summed	ˈsʌmd
summer	ˈsʌmɚ
summer's	ˈsʌmɚz
summerall	ˈsʌmɚˌɔːl
summerfield	ˈsʌmɚˌfiːld
summerford	ˈsʌmɚfɚd
summerhill	ˈsʌmɚˌhɪl
summerlin	ˈsʌmɚlɪn
summerour	ˈsʌmɚɚ
summers	ˈsʌmɚz
summers's	ˈsʌmɚzɪz
summerson	ˈsʌmɚsən
summertime	ˈsʌmɚˌta͡ɪm
summerville	ˈsʌmɚˌvɪl
summey	ˈsʌmiː
summing	ˈsʌmɪŋ
summit	ˈsʌmət
summit(2)	ˈsʌmɪt
summit's	ˈsʌməts
summiteer	ˌsʌmɪˈtɪɹ
summiteers	ˌsʌmɪˈtɪɹz
summitry	ˈsʌmɪtɹiː
summits	ˈsʌmɪts
summitt	ˈsʌmɪt
summitville	ˈsʌmɪtvɪl
summon	ˈsʌmən
summoned	ˈsʌmənd
summoning	ˈsʌmənɪŋ
summons	ˈsʌmənz
summonsed	ˈsʌmənzd
summonses	ˈsʌmənzɪz
summor's	ˈsʌmɚz
summum	ˈsʌməm
summy	ˈsʌmiː
sumner	ˈsʌmnɚ
sumners	ˈsʌmnɚz
sumo	ˈsuːmoʊ
sump	ˈsʌmp
sumpter	ˈsʌmptɚ
sumptuous	ˈsʌmptʃwəs
sumptuous(2)	ˈsʌmptʃuːəs
sumrall	ˈsʌmɹəl
sumrell	suːmˈɹeɪl
sumrow	ˈsʌmˌɹoʊ
sums	ˈsʌmz
sumter	ˈsʌmtɚ
sun	ˈsʌn
sun's	ˈsʌnz
sunamerica	ˈsʌnəˈmɛɹəkə
sunau	ˈsuːna͡ʊ
sunbath	ˈsʌnˌbæθ
sunbathe	ˈsʌnˌbeɪð
sunbathing	ˈsʌnˌbeɪðɪŋ
sunbeam	ˈsʌnˌbiːm
sunbeam's	ˈsʌnˌbiːmz
sunbelt	ˈsʌnˌbɛlt
sunbelt's	ˈsʌnˌbɛlts
sunbird	ˈsʌnˌbɜːd
sunbirds	ˈsʌnˌbɜːdz
sunburn	ˈsʌnˌbɜːn
sunburned	ˈsʌnˌbɜːnd
suncoast	ˈsʌnˌkoʊst
suncook	ˈsʌnˌkʊk
suncor	ˈsʌnˌkɔːɹ
sund	ˈsʌnd
sundae	ˈsʌndeɪ
sundae's	ˈsʌnˌdeɪz
sundahl	ˈsʌnˌdɑːl
sundai	sənˈda͡ɪ
sundance	ˈsʌnˌdæns
sundar	ˈsuːndɑːɹ
sundararajan	suːnˌdɑːɹəˈɹɑːdʒən
sunday	ˈsʌnˌdeɪ
sunday(2)	ˈsʌnˌdiː
sunday's	ˈsʌnˌdeɪz
sunday's(2)	ˈsʌnˌdiːz
sundays	ˈsʌnˌdeɪz
sundays(2)	ˈsʌnˌdiːz
sundberg	ˈsʌndbɚɡ
sundby	ˈsʌndbiː
sunde	ˈsʌnd
sundeen	ˈsʌndiːn
sundell	ˈsʌndəl
sunder	ˈsʌndɚ
sunderland	ˈsʌndɚlənd
sunderlin	ˈsʌndɚlɪn
sunderman	ˈsʌndɚmən
sundermeyer	ˈsʌndɚma͡ɪɚ
sundews	ˈsʌnˌduːz
sundheim	ˈsʌndˌha͡ɪm
sundial	ˈsʌnˌda͡ɪl
sundin	ˈsʌndən
sundlun	ˈsʌndlən
sundown	ˈsʌnˌda͡ʊn
sundquist	ˈsʌndˌkwɪst
sundry	ˈsʌndɹiː
sundstrand	ˈsʌndˌstɹænd
sundstrom	ˈsʌndstɹəm
sundt	ˈsʌnt
sundy	ˈsʌndiː
sunfire	ˈsʌnˌfa͡ɪɹ
sunfish	ˈsʌnˌfɪʃ
sunflower	ˈsʌnˌfla͡ʊɚ
sunflowers	ˈsʌnˌfla͡ʊɚz
sung	ˈsʌŋ
sung's	ˈsʌŋz
sungard	ˈsʌnˌɡɑːɹd
sungard's	ˈsʌnˌɡɑːɹdz
sunglass	ˈsʌnˌɡlæs
sunglasses	ˈsʌnˌɡlæsɪz
sungroup	ˈsʌnˌɡɹuːp
suni	ˈsuːniː
sunia	ˈsuːniːə
suniga	suːˈniːɡə
sunil	suːˈnɪl
sunk	ˈsʌŋk
sunken	ˈsʌŋkən
sunkist	ˈsʌnˌkɪst
sunland	ˈsʌnˌlænd
sunlight	ˈsʌnˌla͡ɪt
sunlit	ˈsʌnˌlɪt
sunlite	ˈsʌnˌla͡ɪt
sunni	ˈsuːniː
sunning	ˈsʌnɪŋ
sunnis	ˈsʊˌniːz
sunny	ˈsʌniː
sunnyside	ˈsʌniːˌsa͡ɪd
sunnyvale	ˈsʌniːˌveɪl
sunobe	suːˈnoʊbiː
sunobe's	suːˈnoʊbiːz
sunoco	sɪˈnoʊkoʊ
sunpoint	ˈsʌnˌpɔɪnt
sunrise	ˈsʌnˌɹa͡ɪz
sunrise's	ˈsʌnˌɹa͡ɪzɪz
sunroof	ˈsʌnˌɹuːf
sunroom	ˈsʌnˌɹuːm
suns	ˈsʌnz
sunscreen	sənˈskɹiːn
sunscreen(2)	ˈsʌnskɹiːn
sunscreens	sənˈskɹiːnz
sunscreens(2)	ˈsʌnskɹiːnz
sunseri	sənˈsɛɹiː
sunset	ˈsʌnˌsɛt
sunsets	ˈsʌnˌsɛts
sunshine	ˈsʌnˌʃa͡ɪn
sunshine's	ˈsʌnˌʃa͡ɪnz
sunshiny	ˈsʌnˌʃa͡ɪniː
sunspot	ˈsʌnˌspɑːt
sunspots	ˈsʌnˌspɑːts
sunstar	ˈsʌnˌstɑːɹ
sunstate	ˈsʌnˌsteɪt
sunstates	ˈsʌnˌsteɪts
sunsweet	ˈsʌnˌswiːt
sunsweet's	ˈsʌnˌswiːts
suntan	ˈsʌnˌtæn
sunter	ˈsʌntɚ
suntory	ˈsʌnˈtɔːɹiː
suntrust	ˈsʌnˌtɹʌst
suntrust's	ˈsʌnˌtɹʌsts
sununu	səˈnuːnuː
sununu's	səˈnuːnuːz
sunup	ˈsʌnəp
sunward	ˈsʌnwɚd
sunworld	ˈsʌnˌwɜːld
sunworld's	ˈsʌnˌwɜːldz
suny	ˈsuːˌniː
suon	ˈsuːɔːn
sup	ˈsʌp
supak	ˈsuːpək
supan	ˈsuːpən
super	ˈsuːpɚ
super-imposition	ˌsuːpɚˌɪmpəˈzɪʃən
super-position	ˌsuːpɚpəˈzɪʃən
superabrasive	ˌsuːpɚəˈbɹeɪsɪv
superabrasives	ˌsuːpɚəˈbɹeɪsɪvz
superamerica	ˌsuːpɚəˈmɛɹɪkə
superb	sʊˈpɜːb
superbar	ˈsuːpɚˌbɑːɹ
superbly	ˈsuːpɚbliː
superbowl	ˈsuːpɚˌboʊl
superbowl's	ˈsuːpɚˌboʊlz
superbowls	ˈsuːpɚˌboʊlz
supercalifragilistic	ˌsuːpɚˌkæləˈfɹædʒəˌlɪstɪk
supercenter	ˈsuːpɚˌsɛntɚ
supercenters	ˈsuːpɚˌsɛntɚs
supercharge	ˌsuːpɚˈtʃɑːɹdʒ
supercharged	ˌsuːpɚˈtʃɑːɹdʒd
supercilious	ˌsuːpɚˈsɪliːəs
supercollider	suːpɚkəˈla͡ɪdɚ
supercomputer	ˌsuːpɚkəmˈpjuːtɚ
supercomputers	ˌsuːpɚkəmˈpjuːtɚz
supercomputing	suːpɚkəmˈpjuːtɪŋ
superconducting	ˈsuːpɚkənˌdʌktɪŋ
superconductive	suːpɚkənˈdʌktɪv
superconductivity	ˌsuːpɚˌkɑːnˌdʌkˈtɪvətiː
superconductor	ˈsuːpɚkənˌdʌktɚ
superconductors	ˈsuːpɚkənˌdʌktɚz
supercool	ˌsuːpɚˈkuːl
supercooled	ˌsuːpɚˈkuːld
supercut	ˈsuːpɚˌkʌt
supercuts	ˈsuːpɚˌkʌts
superdelegate	suːpɚˈdɛləɡət
superdelegates	suːpɚˈdɛləɡəts
superdome	ˌsuːpɚˈdoʊm
superdot	ˈsuːpɚˌdɑːt
superdrug	ˈsuːpɚˌdɹʌɡ
superfamily	ˈsuːpɚˌfæmliː
superfan	ˈsuːpɚˌfæn
superfast	ˈsuːpɚˌfæst
superficial	ˌsuːpɚˈfɪʃəl
superficially	ˈsuːpɚˌfɪʃəliː
superfluidity	ˌsuːpɚˌfluːˈɪdətiː
superfluous	ˈsuːpɚflˌwʌs
superfon	ˈsuːpɚfɪn
superfreighter	ˈsuːpɚˌfɹeɪtɚ
superfreighters	ˈsuːpɚˌfɹeɪtɚz
superfund	ˌsuːpɚˈfʌnd
supergiant	ˈsuːpɚˈdʒa͡ɪənt
supergiants	ˌsuːpɚˈdʒa͡ɪənts
superheated	ˌsuːpɚˈhiːtɪd
superhero	ˌsuːpɚˈhiːɹoʊ
superheroes	ˌsuːpɚˈhiːɹoʊz
superheterodyne	ˌsuːpɚˈhɛtɚəˌda͡ɪn
superhighway	ˌsuːpɚˈha͡ɪˌweɪ
superhighways	ˌsuːpɚˈha͡ɪˌweɪz
superhuman	ˌsuːpɚˈhjuːmən
superimpose	ˌsuːpɚəmˈpoʊz
superimposed	ˌsuːpɚəmˈpoʊzd
superintendant	ˌsuːpɚənˈtɛndənt
superintendant(2)	ˌsuːpɚɪnˈtɛndənt
superintendent	ˌsuːpɚənˈtɛndənt
superintendent(2)	ˌsuːpɚɪnˈtɛndənt
superintendent's	ˌsuːpɚɪnˈtɛndənts
superintendents	ˌsuːpɚənˈtɛndənts
superintendents(2)	ˌsuːpɚɪnˈtɛndənts
superior	suːˈpɪɹiːɚ
superior's	suːˈpiːɹiːɚz
superiority	ˌsuːpɪɹiːˈɔːɹɪtiː
superiors	suːˈpɪɹiːɚz
superlative	sʊˈpɜːlətɪv
superlatives	sʊˈpɜːlətɪvz
supermac	ˈsuːpɚˌmæk
supermajority	ˈsuːpɚməˌdʒɔːɹɪtiː
superman	ˈsuːpɚmən
superman(2)	ˈsuːpɚˌmæn
superman's	ˈsuːpɚmænz
supermarket	ˈsuːpɚˌmɑːɹkɪt
supermarket's	ˈsuːpɚˌmɑːɹkəts
supermarkets	ˈsuːpɚˌmɑːɹkɪts
supermassive	ˌsuːpɚˈmæsɪv
superminicomputer	ˈsuːpɚˌmɪniːkəmˌpjuːtɚ
superminicomputers	ˈsuːpɚˌmɪniːkəmˌpjuːtɚz
supermodel	ˈsuːpɚˌmɑːdəl
supermodels	ˈsuːpɚˌmɑːdəlz
supernatural	ˌsuːpɚˈnætʃɚəl
supernaturalism	ˌsuːpɚˈnætʃɚəˌlɪzəm
supernova	ˌsuːpɚˈnoʊvə
superoxide	ˌsuːpɚˈɑːkˌsa͡ɪd
superpower	ˌsuːpɚˈpa͡ʊɚ
superpowers	ˌsuːpɚˈpa͡ʊɚz
superpowers'	ˈsuːpɚˌpa͡ʊɹz
superpremium	ˌsuːpɚˈpɹiːmiːəm
superpremium(2)	ˌsuːpɚˈpɹiːmjəm
superregional	ˌsuːpɚˈɹiːdʒənəl
superregionals	ˌsuːpɚˈɹiːdʒənəlz
superregionals'	suːpɚˈɹiːdʒənəlz
supers	ˈsuːpɚz
supersaver	ˈsuːpɚˌseɪvɚ
supersecret	ˈsuːpɚˌsiːkɹɪt
supersede	ˌsuːpɚˈsiːd
superseded	ˌsuːpɚˈsiːdɪd
supersedes	ˌsuːpɚˈsiːdz
superseding	ˌsuːpɚˈsiːdɪŋ
supersonic	ˌsuːpɚˈsɑːnɪk
supersonics	ˌsuːpɚˈsɑːnɪks
superstar	ˌsuːpɚˈstɑːɹ
superstars	ˌsuːpɚˈstɑːɹz
superstation	ˌsuːpɚˈsteɪʃən
superstition	ˌsuːpɚˈstɪʃən
superstitions	ˌsuːpɚˈstɪʃənz
superstitious	ˌsuːpɚˈstɪʃəs
superstore	ˈsuːpɚˌstɔːɹ
superstores	ˈsuːpɚˌstɔːɹz
superstructure	ˈsuːpɚˌstɹʌktʃɚ
superstructures	ˈsuːpɚˌstɹʌktʃɚz
supertanker	ˈsuːpɚˌtæŋkɚ
supertankers	ˈsuːpɚˌtæŋkɚz
supervalu	ˌsuːpɚˈvæljuː
supervalue	ˌsuːpɚˈvæljuː
supervise	ˈsuːpɚˌva͡ɪz
supervised	ˈsuːpɚˌva͡ɪzd
supervises	ˈsuːpɚˌva͡ɪzɪz
supervising	ˈsuːpɚˌva͡ɪzɪŋ
supervision	ˌsuːpɚˈvɪʒən
supervisor	ˈsuːpɚˌva͡ɪzɚ
supervisor's	ˌsuːpɚˈva͡ɪzɚz
supervisors	ˌsuːpɚˈva͡ɪzɚz
supervisors'	ˈsuːpɚˌva͡ɪzɚz
supervisory	ˌsuːpɚˈva͡ɪzɚiː
supervoting	ˌsuːpɚˈvoʊtɪŋ
superwoman	ˈsuːpɚˌwʊmən
superwomen	ˈsuːpɚˌwɪmɪn
superx	ˈsuːpɚˌɛks
supine	səˈpa͡ɪn
supine(2)	ˈsuːpa͡ɪn
supinski	səˈpɪnˌskiː
suppa	ˈsuːpə
supper	ˈsʌpɚ
suppers	ˈsʌpɚz
suppes	ˈsʌps
supplant	səˈplænt
supplanted	səˈplæntɪd
supplanting	səˈplæntɪŋ
supplants	səˈplænts
supple	ˈsʌpəl
supplee	ˈsʌˌpliː
supplement	ˈsʌpləmənt
supplement(2)	ˌsʌpləˈmɛnt
supplemental	ˌsʌpləˈmɛntəl
supplemental(2)	ˌsʌpləˈmɛnəl
supplementary	ˌsʌpləˈmɛntɚiː
supplementary(2)	ˌsʌpləˈmɛnɚiː
supplementary(3)	ˌsʌpləˈmɛntɹiː
supplementary(4)	ˌsʌpləˈmɛntʃɹiː
supplemented	ˌsʌpləˌmɛntɪd
supplementing	ˈsʌpləməntɪŋ
supplementing(2)	ˈsʌpləˈmɛntɪŋ
supplements	ˈsʌpləmənts
supplements(2)	ˈsʌpləˈmɛnts
supplicant	ˈsʌpləkənt
supplied	səˈpla͡ɪd
supplier	səˈpla͡ɪɚ
supplier's	səˈpla͡ɪɚz
suppliers	səˈpla͡ɪɚz
suppliers'	səˈpla͡ɪɚz
supplies	səˈpla͡ɪz
supply	səˈpla͡ɪ
supply's	səˈpla͡ɪz
supplying	səˈpla͡ɪɪŋ
support	səˈpɔːɹt
supportable	səˈpɔːɹtəbəl
supported	səˈpɔːɹtɪd
supporter	səˈpɔːɹtɚ
supporters	səˈpɔːɹtɚz
supporting	səˈpɔːɹtɪŋ
supportive	səˈpɔːɹtɪv
supports	səˈpɔːɹts
suppose	səˈpoʊz
supposed	səˈpoʊzd
supposedly	səˈpoʊzədliː
supposes	səˈpoʊzɪz
supposing	səˈpoʊzɪŋ
supposition	ˌsʌpəˈzɪʃən
suppositions	ˌsʌpəˈzɪʃənz
suppress	səˈpɹɛs
suppressant	səˈpɹɛsənt
suppressants	səˈpɹɛsənts
suppressed	səˈpɹɛst
suppresses	səˈpɹɛsɪz
suppressing	səˈpɹɛsɪŋ
suppression	səˈpɹɛʃən
suppressor	səˈpɹɛsɚ
supra	ˈsuːpɹə
supranational	ˌsuːpɹəˈnæʃənəl
supremacist	suːˈpɹɛməsɪst
supremacists	suːˈpɹɛməsɪsts
supremacy	səˈpɹɛməsiː
supreme	səˈpɹiːm
supreme(2)	sɚˈpɹiːm
supremely	suːˈpɹiːməliː
supremes	suːˈpɹiːmz
suprenant	suːˈpɹeɪnənt
suprisingly	ˌsuːˈpɹa͡ɪzɪŋliː
suprisingly(2)	ˌsɜːˈpɹa͡ɪzɪŋliː
sur	ˈsɜː
sura	ˈsʊɹə
surace	sʊˈɹɑːseɪ
surat	sɚˈɑːt
surat's	sɚˈɑːts
surbaugh	ˈsɜːbɔː
surber	ˈsɜːbɚ
surcease	ˌsɜːˈsiːs
surcharge	sɚˈtʃɑːɹdʒ
surcharge(2)	ˈsɜːˌtʃɑːɹdʒ
surcharges	ˈsɜːˌtʃɑːɹdʒɪz
sure	ˈʃʊɹ
surely	ˈʃʊɹliː
suren	ˈsʊɹən
surer	ˈʃʊɹɚ
sures	ˈʃʊɹz
suresh	sɚˈɛʃ
surest	ˈʃʊɹɪst
surette	sɚˈɛt
surety	ˈʃʊɹətiː
surf	ˈsɜːf
surf's	ˈsɜːfs
surface	ˈsɜːfəs
surfaced	ˈsɜːfɪst
surfaceness	ˈsɜːfəsnəs
surfaces	ˈsɜːfəsəz
surfaces(2)	ˈsɜːfəsɪz
surfacing	ˈsɜːfəsɪŋ
surfactant	sɚˈfæktənt
surfboard	ˈsɜːfˌbɔːɹd
surfboards	ˈsɜːfˌbɔːɹdz
surfed	ˈsɜːft
surfeit	ˈsɜːfət
surfer	ˈsɜːfɚ
surfers	ˈsɜːfɚz
surfing	ˈsɜːfɪŋ
surge	ˈsɜːdʒ
